SMILES,nB,naAromAtom,nAtomLC,nAtom,nAromBond,ALogP,nRotB,MLogP,XLogP,nAtomLAC,AMR,nHBDon,nAtomP,ALogp2
InChI%3D1S%2FC11H25N%2Fc1-2-3-4-5-6-7-8-9-10-11-12%2Fh2-12H2%2C1H3,11.0,0.0,12.0,37.0,0.0,-3.27900004386902,9.0,2.55999994277954,4.76700019836426,11.0,41.0373992919922,1.0,0.0,10.7518405914307
InChI%3D1S%2FC6H4Cl2%2Fc7-5-2-1-3-6%288%294-5%2Fh1-4H,8.0,6.0,0.0,12.0,6.0,2.14079999923706,0.0,1.89999997615814,1.97000002861023,0.0,40.3881988525391,0.0,6.0,4.58302450180054
InChI%3D1S%2FC11H8O2%2Fc1-7-6-10%2812%298-4-2-3-5-9%288%2911%287%2913%2Fh2-6H%2C1H3,14.0,6.0,0.0,21.0,6.0,1.29209995269775,0.0,2.45000004768372,0.672999978065491,0.0,53.7331008911133,0.0,12.0,1.66952240467072
InChI%3D1S%2FC7H16O%2Fc1-2-3-4-5-6-7-8%2Fh8H%2C2-7H2%2C1H3,7.0,0.0,8.0,24.0,0.0,-1.83739995956421,5.0,2.11999988555908,2.55800008773804,7.0,27.7334995269775,1.0,0.0,3.37603878974915
InChI%3D1S%2FC8H8N2O%2Fc1-5-3-6%282%2910-8%2811%297%285%294-9%2Fh3H%2C1-2H3%2C%28H%2C10%2C11%29,11.0,6.0,1.0,19.0,6.0,0.911700010299683,0.0,2.00999999046326,0.25,0.0,42.168701171875,1.0,9.0,0.831196904182434
InChI%3D1S%2FC7H12O4%2Fc1-3-10-6%288%295-7%289%2911-4-2%2Fh3-5H2%2C1-2H3,10.0,0.0,11.0,23.0,0.0,0.558000028133392,6.0,1.78999996185303,1.18900001049042,3.0,37.1136016845703,0.0,3.0,0.311363995075226
InChI%3D1S%2FC6H2Cl4O%2Fc7-2-1-3%288%296%2811%295%2810%294%282%299%2Fh1%2C11H,11.0,6.0,0.0,13.0,6.0,2.3150999546051,0.0,1.57000005245209,3.04299998283386,0.0,51.4261016845703,1.0,7.0,5.35968780517578
InChI%3D1S%2FC12H19NO%2Fc1-2-3-4-5-10-14-12-8-6-11%2813%297-9-12%2Fh6-9H%2C2-5%2C10%2C13H2%2C1H3,14.0,6.0,7.0,33.0,6.0,-1.48329997062683,6.0,2.55999994277954,3.05200004577637,6.0,57.7097015380859,1.0,8.0,2.20017886161804
InChI%3D1S%2FC12H10O%2Fc1-3-7-11%288-4-1%2913-12-9-5-2-6-10-12%2Fh1-10H,14.0,12.0,0.0,23.0,12.0,1.75909996032715,2.0,2.67000007629395,2.16300010681152,0.0,62.1861000061035,0.0,13.0,3.09443283081055
InChI%3D1S%2FC9H19NO%2Fc1-3-5-7-10%289-11%298-6-4-2%2Fh9H%2C3-8H2%2C1-2H3,10.0,0.0,11.0,30.0,0.0,-1.72990000247955,7.0,2.23000001907349,2.31599998474121,4.0,41.6621017456055,0.0,3.0,2.99255394935608
InChI%3D1S%2FC11H18N2O3%2Fc1-4-11%286-5-7%282%293%298%2814%2912-10%2816%2913-9%2811%2915%2Fh7H%2C4-6H2%2C1-3H3%2C%28H2%2C12%2C13%2C14%2C15%2C16%29,16.0,0.0,5.0,34.0,0.0,-0.232700005173683,4.0,2.11999988555908,3.06900000572205,4.0,58.051399230957,2.0,8.0,0.0541492886841297
InChI%3D1S%2FC7H7NO%2Fc8-7%289%296-4-2-1-3-5-6%2Fh1-5H%2C%28H2%2C8%2C9%29,9.0,6.0,3.0,16.0,6.0,1.12619996070862,1.0,2.00999999046326,1.38800001144409,0.0,38.212100982666,2.0,9.0,1.26832640171051
InChI%3D1S%2FC6H14S2%2Fc1-5%282%297-8-6%283%294%2Fh5-6H%2C1-4H3,7.0,0.0,8.0,22.0,0.0,1.28559994697571,3.0,1.89999997615814,2.87599992752075,3.0,45.9776000976562,0.0,0.0,1.65276730060577
InChI%3D1S%2FC8H7N%2Fc1-7-4-2-3-5-8%287%296-9%2Fh2-5H%2C1H3,9.0,6.0,1.0,16.0,6.0,1.68889999389648,0.0,2.23000001907349,1.48199999332428,0.0,40.2163009643555,0.0,8.0,2.85238313674927
InChI%3D1S%2FC11H15NO2%2Fc1-3-12%284-2%2910-6-5-9%288-13%2911%2814%297-10%2Fh5-8%2C14H%2C3-4H2%2C1-2H3,14.0,6.0,5.0,29.0,6.0,0.72409999370575,4.0,2.33999991416931,2.15799999237061,2.0,59.8418006896973,1.0,10.0,0.524320781230927
InChI%3D1S%2FCHCl3%2Fc2-1%283%294%2Fh1H,3.0,0.0,3.0,5.0,0.0,1.6172000169754,0.0,1.24000000953674,2.07399988174438,0.0,21.364200592041,0.0,0.0,2.6153359413147
InChI%3D1S%2FC7H9N%2Fc1-2-7-5-3-4-6-8-7%2Fh3-6H%2C2H2%2C1H3,8.0,6.0,2.0,17.0,6.0,-0.266699999570847,1.0,2.11999988555908,0.39300000667572,2.0,36.8862991333008,0.0,6.0,0.0711288899183273
InChI%3D1S%2FC4H6N2%2Fc1-4-5-2-3-6-4%2Fh2-3H%2C1H3%2C%28H%2C5%2C6%29,6.0,0.0,0.0,16.0,0.0,-0.344300001859665,0.0,1.67999994754791,-0.174999997019768,0.0,24.4801998138428,2.0,0.0,0.118542492389679
InChI%3D1S%2FC16H22O4%2Fc1-3-5-10-19-15%2817%2913-8-7-9-14%2812-13%2916%2818%2920-11-6-4-2%2Fh7-9%2C12H%2C3-6%2C10-11H2%2C1-2H3,20.0,6.0,7.0,42.0,6.0,-0.196199998259544,10.0,2.77999997138977,3.43499994277954,4.0,73.9672012329102,0.0,12.0,0.0384944416582584
InChI%3D1S%2FC9H11NO2.CH4O3S%2Fc1-2-12-9%2811%297-4-3-5-8%2810%296-7%3B1-5%282%2C3%294%2Fh3-6H%2C2%2C10H2%2C1H3%3B1H3%2C%28H%2C2%2C3%2C4%29,16.0,6.0,5.0,32.0,6.0,-0.927500009536743,3.0,1.78999996185303,,2.0,37.1203994750977,2.0,10.0,0.860256254673004
InChI%3D1S%2FC6H10O3%2Fc1-5%282%296%288%299-4-3-7%2Fh7H%2C1%2C3-4H2%2C2H3,8.0,0.0,9.0,19.0,0.0,0.625699996948242,4.0,1.78999996185303,0.00499999988824129,3.0,32.7098999023438,1.0,5.0,0.391500502824783
InChI%3D1S%2FC8H18S2%2Fc1-3-9-7-5-6-8-10-4-2%2Fh3-8H2%2C1-2H3,9.0,0.0,10.0,28.0,0.0,1.33379995822906,7.0,2.11999988555908,3.71399998664856,4.0,50.815601348877,0.0,0.0,1.77902245521545
InChI%3D1S%2FC13H11NO3%2Fc14-9-6-7-11%2812%2815%298-9%2913%2816%2917-10-4-2-1-3-5-10%2Fh1-8%2C15H%2C14H2,18.0,12.0,3.0,28.0,12.0,0.313499987125397,3.0,2.45000004768372,1.42200005054474,0.0,71.4662017822266,2.0,17.0,0.0982822477817535
InChI%3D1S%2FC7H8O%2Fc1-6-4-2-3-5-7%286%298%2Fh2-5%2C8H%2C1H3,8.0,6.0,0.0,16.0,6.0,1.28670001029968,0.0,2.11999988555908,1.12699997425079,0.0,36.8432998657227,1.0,7.0,1.65559685230255
InChI%3D1S%2FC11H16%2Fc1-2-3-5-8-11-9-6-4-7-10-11%2Fh4%2C6-7%2C9-10H%2C2-3%2C5%2C8H2%2C1H3,11.0,6.0,5.0,27.0,6.0,0.457500010728836,4.0,2.67000007629395,4.64499998092651,5.0,49.2346000671387,0.0,6.0,0.209306254982948
InChI%3D1S%2FC2Cl4%2Fc3-1%284%292%285%296,5.0,0.0,6.0,6.0,0.0,2.42880010604858,0.0,1.24000000953674,3.02600002288818,2.0,30.9454002380371,0.0,2.0,5.89906930923462
InChI%3D1S%2FC6H6BrN%2Fc7-5-1-3-6%288%294-2-5%2Fh1-4H%2C8H2,8.0,6.0,0.0,14.0,6.0,0.65939998626709,0.0,1.89999997615814,1.07700002193451,0.0,42.0397987365723,1.0,7.0,0.434808373451233
InChI%3D1S%2FC7H4Br2O2%2Fc8-5-1-4%283-10%297%2811%296%289%292-5%2Fh1-3%2C11H,11.0,6.0,2.0,15.0,6.0,1.35769999027252,1.0,1.78999996185303,2.28399991989136,0.0,52.703498840332,1.0,9.0,1.84334933757782
InChI%3D1S%2FC5H10N2O2S%2Fc1-4%2810-3%297-9-5%288%296-2%2Fh1-3H3%2C%28H%2C6%2C8%29,9.0,0.0,10.0,20.0,0.0,0.972699999809265,3.0,1.46000003814697,1.63300001621246,0.0,40.3573989868164,1.0,6.0,0.946145296096802
InChI%3D1S%2FC9H13N%2Fc1-8-4-6-9%287-5-8%2910%282%293%2Fh4-7H%2C1-3H3,10.0,6.0,2.0,23.0,6.0,1.62080001831055,1.0,2.33999991416931,1.95299994945526,0.0,48.8568992614746,0.0,7.0,2.62699270248413
InChI%3D1S%2FC2H2Cl4%2Fc3-1%284%292%285%296%2Fh1-2H,5.0,0.0,6.0,8.0,0.0,2.39919996261597,1.0,1.24000000953674,2.57599997520447,2.0,30.7637996673584,0.0,0.0,5.75616073608398
InChI%3D1S%2FC10H18%2Fc1-3-5-7-9-10-8-6-4-2%2Fh3-4H%2C1-2%2C5-10H2,9.0,0.0,10.0,28.0,0.0,0.774200022220612,7.0,2.55999994277954,5.2979998588562,10.0,40.8443984985352,0.0,2.0,0.599385619163513
InChI%3D1S%2FC6H5ClO%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4%2C8H,8.0,6.0,0.0,13.0,6.0,1.20899999141693,0.0,1.89999997615814,1.31200003623962,0.0,37.2775001525879,1.0,7.0,1.46168100833893
InChI%3D1S%2FC8H5F3O%2Fc9-8%2810%2C11%297-3-1-2-6%284-7%295-12%2Fh1-5H,12.0,6.0,3.0,17.0,6.0,1.91789996623993,2.0,1.89999997615814,1.52100002765656,0.0,41.2440986633301,0.0,8.0,3.67834043502808
InChI%3D1S%2FC8H12N2O2S%2Fc1-3-9-6%2811%295-7%2812%2910%284-2%298%289%2913%2Fh3-5H2%2C1-2H3,13.0,0.0,2.0,25.0,0.0,0.764599978923798,2.0,1.78999996185303,-0.247999995946884,2.0,52.3466987609863,0.0,8.0,0.584613144397736
InChI%3D1S%2FC3H10N2%2Fc1-3%285%292-4%2Fh3H%2C2%2C4-5H2%2C1H3,4.0,0.0,5.0,15.0,0.0,-1.48730003833771,1.0,1.57000005245209,-0.882000029087067,3.0,22.4529991149902,2.0,0.0,2.21206140518188
InChI%3D1S%2FC7H16O%2Fc1-5%282%297%288%296%283%294%2Fh5-8H%2C1-4H3,7.0,0.0,8.0,24.0,0.0,0.63510000705719,2.0,2.11999988555908,1.69400000572205,5.0,34.4981002807617,1.0,0.0,0.403352022171021
InChI%3D1S%2FC7H9N%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5H%2C6%2C8H2,8.0,6.0,2.0,17.0,6.0,0.469500005245209,1.0,2.11999988555908,0.526000022888184,0.0,38.6699981689453,1.0,6.0,0.220430254936218
InChI%3D1S%2FC6H5ClO2%2Fc7-4-1-2-5%288%296%289%293-4%2Fh1-3%2C8-9H,9.0,6.0,0.0,14.0,6.0,0.645900011062622,0.0,1.78999996185303,1.6599999666214,0.0,38.882999420166,2.0,8.0,0.417186796665192
InChI%3D1S%2FC6H12O2%2Fc1-3-4-5-8-6%282%297%2Fh3-5H2%2C1-2H3,7.0,0.0,8.0,20.0,0.0,-0.594299972057343,4.0,1.89999997615814,1.59099996089935,4.0,28.1501998901367,0.0,3.0,0.35319247841835
InChI%3D1S%2FC17H18O2%2Fc1-17%282%2C3%2914-7-9-15%2810-8-14%2919-16-6-4-5-13%2811-16%2912-18%2Fh4-12H%2C1-3H3,20.0,12.0,4.0,37.0,12.0,2.73169994354248,4.0,3.10999989509583,3.33800005912781,3.0,85.1666030883789,0.0,15.0,7.46218490600586
InChI%3D1S%2FC9H14O2%2Fc1-2-9%2810%2911-8-6-4-3-5-7-8%2Fh2%2C8H%2C1%2C3-7H2,11.0,0.0,5.0,25.0,0.0,-0.980700016021729,3.0,2.23000001907349,2.36100006103516,3.0,34.3196983337402,0.0,5.0,0.961772501468658
InChI%3D1S%2FCH2Cl2%2Fc2-1-3%2Fh1H2,2.0,0.0,2.0,5.0,0.0,1.07290005683899,0.0,1.35000002384186,1.51900005340576,0.0,16.4382991790771,0.0,0.0,1.15111446380615
InChI%3D1S%2FC8H11NO%2Fc10-6-2-4-8-3-1-5-9-7-8%2Fh1%2C3%2C5%2C7%2C10H%2C2%2C4%2C6H2,10.0,6.0,4.0,21.0,6.0,-1.15129995346069,3.0,2.11999988555908,-0.381000012159348,3.0,41.2200012207031,1.0,6.0,1.32549166679382
InChI%3D1S%2FC7H4Cl2O%2Fc8-6-2-1-5%284-10%297%289%293-6%2Fh1-4H,10.0,6.0,2.0,14.0,6.0,1.75279998779297,1.0,1.89999997615814,1.58399999141693,0.0,45.4620018005371,0.0,8.0,3.0723078250885
InChI%3D1S%2FC6H15NO%2Fc1-3-7%284-2%295-6-8%2Fh8H%2C3-6H2%2C1-2H3,7.0,0.0,8.0,23.0,0.0,0.28150001168251,4.0,1.89999997615814,0.200000002980232,2.0,34.8680000305176,1.0,0.0,0.0792422518134117
InChI%3D1S%2FC6H14S2%2Fc1-3-7-5-6-8-4-2%2Fh3-6H2%2C1-2H3,7.0,0.0,8.0,22.0,0.0,1.90980005264282,5.0,1.89999997615814,2.99799990653992,2.0,44.9924011230469,0.0,0.0,3.64733600616455
InChI%3D1S%2FC11H14O4%2Fc1-7%2812%298-5-6-9%2813-2%2911%2815-4%2910%288%2914-3%2Fh5-6H%2C1-4H3,15.0,6.0,2.0,29.0,6.0,-0.541899979114532,4.0,2.23000001907349,1.3309999704361,0.0,60.4365997314453,0.0,11.0,0.293655604124069
InChI%3D1S%2FC6H12O%2Fc1-5%287%296%282%2C3%294%2Fh1-4H3,6.0,0.0,7.0,19.0,0.0,1.30229997634888,1.0,2.00999999046326,0.931999981403351,4.0,29.8971996307373,0.0,1.0,1.69598531723022
InChI%3D1S%2FC6H4FNO2%2Fc7-5-1-3-6%284-2-5%298%289%2910%2Fh1-4H,10.0,6.0,3.0,14.0,6.0,0.817099988460541,1.0,1.67999994754791,2.72399997711182,0.0,104.348098754883,0.0,9.0,0.667652428150177
InChI%3D1S%2FC6H14%2Fc1-3-5-6-4-2%2Fh3-6H2%2C1-2H3,5.0,0.0,6.0,20.0,0.0,-1.04939997196198,3.0,2.11999988555908,3.75399994850159,6.0,23.4437999725342,0.0,0.0,1.10124039649963
InChI%3D1S%2FC13H26O%2Fc1-3-4-5-6-7-8-9-10-11-12-13%282%2914%2Fh3-12H2%2C1-2H3,13.0,0.0,14.0,40.0,0.0,-2.75979995727539,10.0,2.77999997138977,5.55900001525879,13.0,47.4226989746094,0.0,1.0,7.61649608612061
InChI%3D1S%2FC6H7N%2Fc7-6-4-2-1-3-5-6%2Fh1-5H%2C7H2,7.0,6.0,0.0,14.0,6.0,0.206699997186661,0.0,2.00999999046326,0.535000026226044,0.0,34.5055999755859,1.0,7.0,0.0427248887717724
InChI%3D1S%2FC10H16O%2Fc1-9%282%297-4-5-10%289%2C3%298%2811%296-7%2Fh7H%2C4-6H2%2C1-3H3,12.0,0.0,0.0,27.0,0.0,0.969299972057343,0.0,2.45000004768372,2.12700009346008,0.0,43.7625007629395,0.0,1.0,0.939542472362518
InChI%3D1S%2FC12H8BrNO%2Fc13-11-5-3-9%284-6-11%2912%2815%2910-2-1-7-14-8-10%2Fh1-8H,16.0,12.0,2.0,23.0,12.0,0.919700026512146,2.0,2.45000004768372,0.896000027656555,0.0,68.782096862793,0.0,14.0,0.845848083496094
InChI%3D1S%2FC7H13N3O3S%2Fc1-8-7%2812%2913-9-5%2814-4%296%2811%2910%282%293%2Fh1-4H3%2C%28H%2C8%2C12%29,13.0,0.0,14.0,27.0,0.0,0.532599985599518,5.0,1.46000003814697,0.953999996185303,2.0,53.7678985595703,1.0,9.0,0.283662766218185
InChI%3D1S%2FC7H4Cl4%2Fc8-4-2-1-3-5%289%296%284%297%2810%2911%2Fh1-3%2C7H,11.0,6.0,2.0,15.0,6.0,3.14479994773865,1.0,1.78999996185303,2.80200004577637,0.0,54.5499992370605,0.0,6.0,9.88976669311523
